source_res,source_fps,nodes,scene,transport,effective_utilization,bandwidth_mib_s,throughput_fps,p50_latency_ms,p95_latency_ms,p99_latency_ms,deadline_misses,context_bytes,output_transport_bytes,total_transfer_bytes,avg_bytes_per_display_frame,avg_mib_s_over_clip,ingress_busy_fraction,egress_busy_fraction,link_busy_fraction,max_node_busy_fraction,required_effective_tops,available_effective_tops,compute_capacity_ratio,reconstructed_gop,authoritative_gop,stale_replays_rejected,bottleneck
360p,5,4,optimistic,finishing_owner,0.4,25,59.040659250227556,27.539429986405935,87.44585754281434,198.08297912484522,0,40702464,89649600,130352064,217253.44,12.431341552734375,0.15356433958020638,0.3412413169540354,0.3412413169540354,0.08242430464217311,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,finishing_owner,0.4,50,59.459959036191485,44.61022605140579,100.12878684242241,182.01453513343768,0,41113600,225124800,266238400,443730.6666666667,25.390472412109375,0.07850495294675507,0.4302834597411444,0.4302834597411444,0.06690439005059602,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,finishing_owner,0.4,100,60.076348136566374,37.17725325140577,78.32012739691345,132.6465952924209,0,61670400,363364800,425035200,708392.0,40.534515380859375,0.060081831667822105,0.35177873589399905,0.35177873589399905,0.052232478684772043,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,finishing_owner,0.4,125,60.23393544681743,30.267926746405692,73.80910106281226,106.80340037921815,0,61670400,429720000,491390400,818984.0,46.862640380859375,0.04843087619312384,0.3339473202359094,0.3339473202359094,0.04619197528509835,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,finishing_owner,0.4,200,60.55299513432774,26.386930070253356,53.750164018007126,81.11339796576067,0,81404928,497457600,578862528,964770.88,55.20463256835937,0.04075710536751862,0.2442367397914206,0.2442367397914206,0.038822343126858685,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,finishing_owner,0.4,400,60.85525537154808,17.67626539740172,31.557882371278538,45.43949934515513,0,82227200,566577600,648804800,1081341.3333333333,61.874847412109375,0.021482404349423275,0.14187654913553824,0.14187654913553824,0.031259407053033185,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,finishing_owner,0.4,800,61.01836225312703,11.57337919745055,17.06623846563889,24.207046952577002,0,82227200,569342400,651569600,1085949.3333333333,62.138519287109375,0.011571365699227721,0.07390432475732507,0.07390432475732507,0.029797951096141025,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,finishing_owner,0.4,1600,61.1104993789009,6.873986878725077,10.644391122194065,13.59082075628794,0,82227200,634315200,716542400,1194237.3333333333,68.33480834960938,0.00659700373221863,0.0433967372435094,0.0433967372435094,0.02370610225122197,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,independent_au,0.4,12.5,60.64253827438925,51.566226640077616,64.84082991156174,78.11543318304575,0,20967936,20250000,41217936,68696.56,3.9308486938476563,0.16209816808520475,0.16100112739366393,0.16209816808520475,0.09163002769545832,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,independent_au,0.4,25,60.91110144455407,27.873215997148122,35.37905456429871,42.216356200040536,0,40702464,20250000,60952464,101587.44,5.812879943847657,0.15842934657610294,0.08329351470834231,0.15842934657610294,0.08503555423183871,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,independent_au,0.4,50,61.03553146488911,18.576824562147976,22.36974384572386,25.997186802149372,0,41113600,20250000,61363600,102272.66666666667,5.852088928222656,0.08058518040375391,0.04417325517092337,0.08058518040375391,0.06867722531707156,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,independent_au,0.4,100,61.09965683884468,12.075736319286989,14.943905278574675,17.611229316788013,0,61670400,20250000,81920400,136534.0,7.812538146972656,0.06110523377366815,0.024553818592706944,0.06110523377366815,0.05312217906832715,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,independent_au,0.4,125,61.11199044144157,11.227183615429567,13.436762306289893,15.830967295431037,0,61670400,20250000,81920400,136534.0,7.812538146972656,0.04913687311030921,0.02062481187660166,0.04913687311030921,0.04686533481755737,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,independent_au,0.4,200,61.132279610762495,8.419759999643475,10.419189057680342,12.770933119643502,0,81404928,20250000,101654928,169424.88,9.694569396972657,0.04114701107559209,0.014728755457236262,0.04114701107559209,0.03919373979621127,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,independent_au,0.4,400,61.14884418888978,5.984940830268556,7.692313218572053,9.953888289197494,0,82227200,20250000,102477200,170795.33333333334,9.772987365722656,0.021586043610290664,0.009812326969122152,0.021586043610290664,0.031410214280633675,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,independent_au,0.4,800,61.15560775492374,4.899759169285915,6.576113119911497,8.539060593973772,0,82227200,20250000,102477200,170795.33333333334,9.772987365722656,0.011597392584139441,0.007352930456866184,0.011597392584139441,0.02986497411347044,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,independent_au,0.4,1600,61.16031607122871,4.144474144642743,5.779185272254836,8.098145519956233,0,82227200,20250000,102477200,170795.33333333334,9.772987365722656,0.006602381546318557,0.00612316091909769,0.006602381546318557,0.023725427238157827,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,raw_gather,0.4,12.5,4.211603845870341,66366.8277652504,125742.0010465006,131239.2335465003,600,20967936,1866240000,1887207936,3145346.56,179.978173828125,0.01125766314442848,0.9997702628257308,0.9997702628257308,0.0063636745429961105,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,INTERCONNECT
360p,5,4,optimistic,raw_gather,0.4,25,8.41066801288773,30737.001313310277,58176.001782060746,60825.57803206079,599,40702464,1866240000,1906942464,3178237.44,181.860205078125,0.0218760883640115,0.9986183256733266,0.9986183256733266,0.011741797455213325,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,INTERCONNECT
360p,5,4,optimistic,raw_gather,0.4,50,16.76270141955314,12931.30795393503,24411.5681883105,25637.31631331054,599,41113600,1866240000,1907353600,3178922.6666666665,181.8994140625,0.022131785953662383,0.9958079216192954,0.9958079216192954,0.01886140408191066,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,INTERCONNECT
360p,5,4,optimistic,raw_gather,0.4,100,33.29330004595841,4028.461274247482,7559.09447737251,8043.18545393505,596,61670400,1866240000,1927910400,3213184.0,183.85986328125,0.03329633892660064,0.9902454844099164,0.9902454844099164,0.028946359739495865,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,INTERCONNECT
360p,5,4,optimistic,raw_gather,0.4,125,41.4730620763481,2255.0390476849816,4176.718500809962,4524.359282059961,592,61670400,1866240000,1927910400,3213184.0,183.85986328125,0.03334626435861549,0.9874930485356939,0.9874930485356939,0.031804706835393104,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,INTERCONNECT
360p,5,4,optimistic,raw_gather,0.4,200,59.133455201226624,107.9558445599996,182.51355940374924,257.0712742474989,0,81404928,1866240000,1947644928,3246074.88,185.74189453125,0.03980163919283218,0.8817710581237402,0.8817710581237402,0.03791223345775187,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,INTERCONNECT_HEADROOM_LOW
360p,5,4,optimistic,raw_gather,0.4,400,60.15039063336897,55.065219559999605,92.54407698187424,130.02293440374888,0,82227200,1866240000,1948467200,3247445.3333333335,185.8203125,0.021233581314752493,0.4508735828836211,0.4508735828836211,0.03089734047992384,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,raw_gather,0.4,800,60.67208851439423,28.61990705999949,47.55933577093674,66.49876448187388,0,82227200,1866240000,1948467200,3247445.3333333335,185.8203125,0.011505699235642644,0.22981893903240994,0.22981893903240994,0.029628850393473294,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,optimistic,raw_gather,0.4,1600,60.93634583813254,15.397250809999491,25.06696516546799,34.73667952093638,0,82227200,1866240000,1948467200,3247445.3333333335,185.8203125,0.006578203500341871,0.11784741162416017,0.11784741162416017,0.023638544275312312,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,4,median,owner_only,0.4,12.5,60.54644291687785,56.87717549280751,72.90970541281513,89.65444781280166,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.15866794523875863,0.12032689055251757,0.15866794523875863,0.1991734236204669,0.08514035712000001,0.8,9.396249053459455,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,owner_only,0.4,25,60.64826401384608,40.23990742640126,56.27243734640888,73.01717974639541,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.0796695496297512,0.06269055284573828,0.0796695496297512,0.19950837404039157,0.08514035712000001,0.8,9.396249053459455,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,owner_only,0.4,50,60.69930309499262,31.921273393198135,47.95380331320575,64.69854571319229,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.04007062913104919,0.03379962744032587,0.04007062913104919,0.1996762720710712,0.08514035712000001,0.8,9.396249053459455,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,owner_only,0.4,100,60.72485486341818,27.761956376596572,43.79448629660419,60.539228696590726,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.02024616474503869,0.019335922001758415,0.02024616474503869,0.19976032710307134,0.08514035712000001,0.8,9.396249053459455,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,owner_only,0.4,125,60.72996779880479,26.93009297327626,42.96262289328388,59.70736529327041,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.01627926884210931,0.01644171952908422,0.01644171952908422,0.19977714660223006,0.08514035712000001,0.8,9.396249053459455,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,owner_only,0.4,200,60.737638816467225,25.68229786829579,41.71482778830341,58.459570188289945,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.010327672305981679,0.012099501877620301,0.012099501877620301,0.1998023811622946,0.08514035712000001,0.8,9.396249053459455,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,owner_only,0.4,400,60.74403281168731,24.6424686141454,40.67499853415302,57.419740934139554,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.005366859871636108,0.008480149122900198,0.008480149122900198,0.19982341483260196,0.08514035712000001,0.8,9.396249053459455,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,owner_only,0.4,800,60.74723031415721,24.122553987070205,40.155083907077824,56.89982630706436,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.0028860619564822073,0.00667018696711459,0.00667018696711459,0.19983393332854132,0.08514035712000001,0.8,9.396249053459455,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,owner_only,0.4,1600,60.748829191630364,23.862596673532607,39.895126593540226,56.63986899352676,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.0016455650563682541,0.005765134431452358,0.005765134431452358,0.1998391929917839,0.08514035712000001,0.8,9.396249053459455,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,finishing_owner,0.4,12.5,56.43850034153665,56.87717549280751,176.36746819843938,502.7104613624924,11,40702464,91032000,131734464,219557.44,12.563177490234375,0.2928472969057539,0.6578086340905781,0.6578086340905781,0.1684010571709925,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,BURST_OR_PER_FRAME_LATENCY
360p,5,4,median,finishing_owner,0.4,25,52.03538483504841,653.4184955991241,1202.9697541440291,1513.4756672299627,555,41524736,291480000,333004736,555007.8933333333,31.757806396484376,0.13807094758806518,0.968472139901887,0.968472139901887,0.11605234779809623,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,INTERCONNECT
360p,5,4,median,finishing_owner,0.4,50,58.82658660412861,74.15426586281137,182.40720165382754,264.2929499448419,0,61670400,429720000,491390400,818984.0,46.862640380859375,0.11649522393699524,0.808302648799453,0.808302648799453,0.09843377551385007,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,INTERCONNECT_HEADROOM_LOW
360p,5,4,median,finishing_owner,0.4,100,59.82665206316587,52.49361950050661,106.82008739601497,161.1465552915215,0,81404928,500222400,581627328,969378.88,55.46830444335937,0.07897296461704094,0.4804571291330298,0.4804571291330298,0.08307688034813415,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,finishing_owner,0.4,125,60.093213269436006,53.594295159686226,97.13546947609302,140.676643792498,0,81816064,566577600,648393664,1080656.1066666667,61.835638427734374,0.06409612549052353,0.43774340766484887,0.43774340766484887,0.06734710831030302,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,finishing_owner,0.4,200,60.500452475029014,34.99229015480341,62.355524102557865,89.7187580503105,0,82227200,566577600,648804800,1081341.3333333333,61.874847412109375,0.04112516681457476,0.2772587033731022,0.2772587033731022,0.0678035056536154,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,finishing_owner,0.4,400,60.82372985330002,22.78651775490107,36.66813472877857,47.25385326515425,0,82227200,634315200,716542400,1194237.3333333333,68.33480834960938,0.021471275582873945,0.158174672885939,0.158174672885939,0.05153067050303251,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,finishing_owner,0.4,800,61.00710553673421,13.387733117449898,20.52854160438892,26.021400872576123,0,82227200,635697600,717924800,1196541.3333333333,68.46664428710938,0.011569231004405638,0.08193361978083454,0.08193361978083454,0.05134551272481881,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,finishing_owner,0.4,1600,61.08412437116998,9.18576080582352,13.391484881081851,17.16469971353399,0,82227200,635697600,717924800,1196541.3333333333,68.46664428710938,0.0065941564960447065,0.04346189369244853,0.04346189369244853,0.05141033421583662,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,independent_au,0.4,12.5,60.51070814157987,59.388728753436226,76.95486644874927,94.5210041440605,0,40702464,27000000,67702464,112837.44,6.456610107421875,0.3139771114731959,0.21258788625117006,0.3139771114731959,0.180551700692655,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,independent_au,0.4,25,60.807430346017114,38.46936351906152,47.45243236671831,56.43550121437329,0,41524736,27000000,68524736,114207.89333333333,6.535028076171875,0.16134673655021967,0.10924746664946752,0.16134673655021967,0.1356162749174357,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,independent_au,0.4,50,60.96185715890409,25.60484615976202,31.11600143953183,36.589998484525495,0,61670400,27000000,88670400,147784.0,8.456268310546875,0.12072373413627958,0.057200930280298254,0.12072373413627958,0.10200669644268999,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,independent_au,0.4,100,61.029932739892075,17.9058457998799,21.70368519976637,26.339330109882866,0,81404928,27000000,108404928,180674.88,10.338299560546876,0.0805613309893918,0.031073600342907685,0.0805613309893918,0.08474778790117693,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,independent_au,0.4,125,61.041024410825365,16.639146233905194,19.98809471390632,23.760365947809987,0,81816064,27000000,108816064,181360.10666666666,10.377508544921875,0.06510707196109122,0.025840054554849556,0.06510707196109122,0.06840933041699351,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,independent_au,0.4,200,61.06386898198604,12.381871379939184,16.025396581133464,21.120217558687727,0,82227200,27000000,109227200,182045.33333333334,10.416717529296875,0.04150814903845575,0.017987994307975208,0.04150814903845575,0.06843493257278709,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,independent_au,0.4,400,61.078265604321686,10.065859148719028,13.762819758096157,17.992255369967097,0,82227200,27000000,109227200,182045.33333333334,10.416717529296875,0.02156112879097317,0.011439248233062242,0.02156112879097317,0.051746316566645745,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,independent_au,0.4,800,61.08862637324255,8.541878054358676,11.890826534360713,17.448498884981746,0,82227200,27000000,109227200,182045.33333333334,10.416717529296875,0.011584690406731641,0.008164139397173635,0.011584690406731641,0.051414123243404324,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,independent_au,0.4,1600,61.094226013893426,7.7798875071785005,11.128835987180537,17.17662064248907,0,82227200,27000000,109227200,182045.33333333334,10.416717529296875,0.006595246989092962,0.006526212918834894,0.006595246989092962,0.05141883607837272,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,raw_gather,0.4,12.5,4.2115637961536985,66368.18251725039,125743.35579850062,131240.5882985003,600,40702464,1866240000,1906942464,3178237.44,181.860205078125,0.02185290300036639,0.9997607556362609,0.9997607556362609,0.012566453596808146,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,INTERCONNECT
360p,5,4,median,raw_gather,0.4,25,8.410454108007457,30738.815667230272,58177.81613598074,60827.392385980784,599,41524736,1866240000,1907764736,3179607.8933333335,181.938623046875,0.022316340544413015,0.9985929282455522,0.9985929282455522,0.018757484899486872,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,INTERCONNECT
360p,5,4,median,raw_gather,0.4,50,16.761851776008257,12933.122307855032,24413.3825422305,25639.130667230544,599,61670400,1866240000,1927910400,3213184.0,183.85986328125,0.033193761341028735,0.9957574475488357,0.9957574475488357,0.028047392346919366,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,INTERCONNECT
360p,5,4,median,raw_gather,0.4,100,33.28994853436923,4030.275628167481,7560.908831292509,8044.999807855049,596,81404928,1866240000,1947644928,3246074.88,185.74189453125,0.04394372469534334,0.9901458001126991,0.9901458001126991,0.046227307994192106,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,INTERCONNECT
360p,5,4,median,raw_gather,0.4,125,41.46786153566105,2256.8534016049816,4178.532854729963,4526.173635979962,592,81816064,1866240000,1948056064,3246760.1066666665,185.781103515625,0.044230107065438506,0.9873692212241819,0.9873692212241819,0.046473476958490904,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,INTERCONNECT
360p,5,4,median,raw_gather,0.4,200,59.122883141276716,109.77019847999873,184.32791332374927,258.885628167498,0,82227200,1866240000,1948467200,3247445.3333333335,185.8203125,0.040188764418698654,0.8816134123975291,0.8816134123975291,0.06625964893373594,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,INTERCONNECT_HEADROOM_LOW
360p,5,4,median,raw_gather,0.4,400,60.13945185874431,56.879573479998726,94.35843090187427,131.837288323748,0,82227200,1866240000,1948467200,3247445.3333333335,185.8203125,0.021229719837577852,0.45079158832871563,0.45079158832871563,0.050950941111971286,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,raw_gather,0.4,800,60.66095918554577,30.434260979998726,49.37368969093677,68.313118401873,0,82227200,1866240000,1948467200,3247445.3333333335,185.8203125,0.01150358869826771,0.22977678240634478,0.22977678240634478,0.051054184989742214,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,raw_gather,0.4,1600,60.9251193595267,17.211604729998726,26.88131908546802,36.5510334409355,0,82227200,1866240000,1948467200,3247445.3333333335,185.8203125,0.006576991578953318,0.11782570025589291,0.11782570025589291,0.05127651056075887,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,adversarial,owner_only,0.4,12.5,59.79015350254987,95.5018001328117,137.5628945328117,181.89665453281123,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.1566860139873722,0.11882387981894228,0.1566860139873722,0.5188208777253736,0.3042164736,0.8,2.6297063749804774,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,owner_only,0.4,25,59.889444693175456,78.86453206640545,120.92562646640545,165.25938646640498,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.07867273967135932,0.06190618080316823,0.07867273967135932,0.5196824634489923,0.3042164736,0.8,2.6297063749804774,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,owner_only,0.4,50,59.93921405803192,70.54589803320232,112.60699243320232,156.94075243320185,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.039568856551239436,0.03337638162100332,0.039568856551239436,0.520114330304085,0.3042164736,0.8,2.6297063749804774,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,owner_only,0.4,100,59.96412977288164,66.38658101660076,108.44767541660076,152.7814354166003,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.019992532759530803,0.019093692999342864,0.019992532759530803,0.5203305330112237,0.3042164736,0.8,2.6297063749804774,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,owner_only,0.4,125,59.9691154017479,65.55471761328045,107.61581201328045,151.94957201327998,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.016075314827809696,0.016235730259389812,0.016235730259389812,0.5203737951236765,0.3042164736,0.8,2.6297063749804774,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,owner_only,0.4,200,59.976595399701424,64.30692250829998,106.36801690829998,150.7017769082995,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.01019826643555046,0.011947894959249087,0.011947894959249087,0.5204387017826546,0.3042164736,0.8,2.6297063749804774,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,owner_only,0.4,400,59.98283015687343,63.267093254149586,105.32818765414959,149.66194765414912,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.00529960605602317,0.008373881696672823,0.008373881696672823,0.5204928030350999,0.3042164736,0.8,2.6297063749804774,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,owner_only,0.4,800,59.98594802157678,62.74717862707439,104.80827302707439,149.14203302707392,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.0028498939229538063,0.0065865964033966305,0.0065865964033966305,0.5205198578795392,0.3042164736,0.8,2.6297063749804774,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,owner_only,0.4,1600,59.9875070754799,62.48722131353679,104.5483157135368,148.88207571353632,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.0016249423532207479,0.005692884078587122,0.005692884078587122,0.520533386356505,0.3042164736,0.8,2.6297063749804774,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,finishing_owner,0.4,12.5,26.334756164570745,6027.5675731288875,11624.534543343936,12549.780002328363,590,41524736,294244800,335769536,559615.8933333333,32.021478271484376,0.13940241453630742,0.9874259257839175,0.9874259257839175,0.14990331421987255,0.3042164736,3.2,10.51882549992191,5.1757056,3.9105331199999998,1,INTERCONNECT
360p,5,4,adversarial,finishing_owner,0.4,25,35.83338773339263,3300.2601113749824,6184.172215867149,6727.021080613249,590,61670400,431102400,492772800,821288.0,46.994476318359375,0.1412109639438272,0.9850151245401513,0.9850151245401513,0.15168262478195663,0.3042164736,3.2,10.51882549992191,5.1757056,3.9105331199999998,1,INTERCONNECT
