source_res,source_fps,nodes,scene,transport,effective_utilization,bandwidth_mib_s,throughput_fps,p50_latency_ms,p95_latency_ms,p99_latency_ms,deadline_misses,context_bytes,output_transport_bytes,total_transfer_bytes,avg_bytes_per_display_frame,avg_mib_s_over_clip,ingress_busy_fraction,egress_busy_fraction,link_busy_fraction,max_node_busy_fraction,required_effective_tops,available_effective_tops,compute_capacity_ratio,reconstructed_gop,authoritative_gop,stale_replays_rejected,bottleneck
360p,10,4,adversarial,finishing_owner,0.4,25,52.88470143223818,649.5584683085772,1172.4611416484004,1270.393793015588,526,82638336,291480000,374118336,623530.56,35.678704833984376,0.27926668661070325,0.9842794499648758,0.9842794499648758,0.2925788145105787,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,INTERCONNECT
360p,10,4,adversarial,finishing_owner,0.4,50,59.31873013926376,52.74804472460892,106.59609404101502,106.59609404101593,0,123340800,431102400,554443200,924072.0,52.875823974609375,0.2349475563590744,0.8176716931739695,0.8176716931739695,0.23986170692656159,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,INTERCONNECT_HEADROOM_LOW
360p,10,4,adversarial,finishing_owner,0.4,100,59.84726090485138,44.19099211230423,71.19501677050721,71.19501677050812,0,163632128,566577600,730209728,1217016.2133333334,69.63822631835937,0.1588144397835317,0.543742793035619,0.543742793035619,0.1773146487710324,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,4,adversarial,finishing_owner,0.4,125,59.985708176284625,37.20614408984329,58.84136381640565,58.841363816406556,0,164043264,567960000,732003264,1220005.44,69.80927124023438,0.1283005100392372,0.4380147331164336,0.4380147331164336,0.17706558688872223,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,4,adversarial,finishing_owner,0.4,200,60.19458430091051,33.320668931151886,40.3108843852533,40.31088438525421,0,164454400,567960000,732414400,1220690.6666666667,69.84848022460938,0.08185858383946269,0.2765183021644973,0.2765183021644973,0.17768214664467666,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,4,adversarial,finishing_owner,0.4,400,60.36976216617801,21.293710465575714,24.86881819262635,25.709438157226543,0,164454400,567960000,732414400,1220690.6666666667,69.84848022460938,0.042646190435598565,0.14107630239955218,0.14107630239955218,0.17819923600590165,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,4,adversarial,finishing_owner,0.4,800,60.42254485942496,15.280231232787628,18.468616872900384,18.848926855200176,0,164454400,567960000,732414400,1220690.6666666667,69.84848022460938,0.022940921851983497,0.07301672614745752,0.07301672614745752,0.17835503976052053,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,4,adversarial,finishing_owner,0.4,1600,60.43212413248257,12.273491616393585,18.153461313537264,18.15346131353772,0,164454400,567960000,732414400,1220690.6666666667,69.84848022460938,0.013071716315990065,0.03893143600409246,0.03893143600409246,0.17838331582256067,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,4,adversarial,independent_au,0.4,12.5,59.92012310427159,72.71624139843698,84.32033319531183,84.32033319531274,0,81816064,45000000,126816064,211360.10666666666,12.094122314453125,0.6249659165172305,0.34765930449100624,0.6249659165172305,0.4185069668243562,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,4,adversarial,independent_au,0.4,25,60.175071359926484,46.275985398437115,54.83998204843738,59.01855619921875,0,82638336,45000000,127638336,212730.56,12.172540283203125,0.3177647285535234,0.17697626584041853,0.3177647285535234,0.3329119871109699,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,4,adversarial,independent_au,0.4,50,60.29586455392671,33.759898749608965,36.780921698828024,39.711785374609406,0,123340800,45000000,168340800,280568.0,16.054229736328125,0.23881775625075174,0.09107759528019989,0.23881775625075174,0.24381285571291444,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,4,adversarial,independent_au,0.4,100,60.36582773939299,22.529658174804354,25.66560148730423,29.919000312109404,0,163632128,45000000,208632128,347720.2133333333,19.896710205078126,0.16019054121362017,0.04800627084689846,0.16019054121362017,0.17885105151930916,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,4,adversarial,independent_au,0.4,125,60.380988235025434,21.602427339843416,23.03803617968697,26.386603489843736,0,164043264,45000000,209043264,348405.44,19.935919189453124,0.12914595530756257,0.03938075766618494,0.12914595530756257,0.17823237307353584,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,4,adversarial,independent_au,0.4,200,60.40374326183939,17.466176743651886,20.41699257480468,21.939813924902325,0,164454400,45000000,209454400,349090.6666666667,19.975128173828125,0.08214301900149291,0.02643436142230244,0.08214301900149291,0.17829954127576228,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,4,adversarial,independent_au,0.4,400,60.42271888960864,13.366464371825714,19.052542543700838,19.052542543701293,0,164454400,45000000,209454400,349090.6666666667,19.975128173828125,0.04268359993385121,0.015638241598503976,0.04268359993385121,0.17835555346215962,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,4,adversarial,independent_au,0.4,800,60.43221117504169,11.316608185912628,18.473023271850252,18.473023271850707,0,164454400,45000000,209454400,349090.6666666667,19.975128173828125,0.02294459190910664,0.010237637614122875,0.02294459190910664,0.178383572754458,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,4,adversarial,independent_au,0.4,1600,60.436958436260014,10.291680092956085,18.18326363592496,18.183263635925414,0,164454400,45000000,209454400,349090.6666666667,19.975128173828125,0.013072761995725326,0.0075366992540744655,0.013072761995725326,0.1783975857021966,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,4,adversarial,raw_gather,0.4,12.5,4.211446811751622,66372.1398676504,125847.3131489006,131144.5456489003,600,81816064,1866240000,1948056064,3246760.1066666665,185.781103515625,0.04392532224925101,0.9997329853305316,0.9997329853305316,0.029414489487299297,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,INTERCONNECT
360p,10,4,adversarial,raw_gather,0.4,25,8.41966247970099,30701.426977025272,58199.793617650736,60649.36986765078,598,82638336,1866240000,1948878336,3248130.56,185.859521484375,0.044461463890447465,0.9996862597988466,0.9996862597988466,0.04658085987393763,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,INTERCONNECT
360p,10,4,adversarial,raw_gather,0.4,50,16.806211675731216,12888.640111375029,24418.900345750495,25444.648470750537,596,123340800,1866240000,1989580800,3315968.0,189.7412109375,0.06656545673847432,0.9983926993761356,0.9983926993761356,0.06795773628406995,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,INTERCONNECT
360p,10,4,adversarial,raw_gather,0.4,100,33.46538005014313,3985.7934316874816,7506.9404629374985,7850.517611375042,588,163632128,1866240000,2029872128,3383120.2133333334,193.58369140625,0.08880582844478398,0.995363674762508,0.995363674762508,0.09915077181250287,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,INTERCONNECT
360p,10,4,adversarial,raw_gather,0.4,125,41.74042474510267,2209.982220749982,4136.429720749962,4331.69143949996,580,164043264,1866240000,2030283264,3383805.44,193.622900390625,0.08927656181557422,0.9938590790049913,0.9938590790049913,0.12320922815074978,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,INTERCONNECT
360p,10,4,adversarial,raw_gather,0.4,200,59.55373897686017,70.55337309374954,100.3764590312494,100.3764590312503,0,164454400,1866240000,2030694400,3384490.6666666665,193.662109375,0.08098709861706023,0.8880381377031684,0.8880381377031684,0.1757905018369768,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,INTERCONNECT_HEADROOM_LOW
360p,10,4,adversarial,raw_gather,0.4,400,60.04575208334448,39.91006254687454,54.9016055156244,54.901605515625306,0,164454400,1866240000,2030694400,3384490.6666666665,193.662109375,0.042417304397294534,0.4500892362241812,0.4500892362241812,0.1772428242668557,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,4,adversarial,raw_gather,0.4,800,60.2948199182323,24.588407273437042,32.1641787578119,32.164178757812806,0,164454400,1866240000,2030694400,3384490.6666666665,193.662109375,0.022892427901567026,0.22838988869603308,0.22838988869603308,0.17797802176139743,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,4,adversarial,raw_gather,0.4,1600,60.41813458840413,16.927579636718292,20.795465378905647,20.795465378906556,0,164454400,1866240000,2030694400,3384490.6666666665,193.662109375,0.013068690320226908,0.11684522067202732,0.11684522067202732,0.17834202153917444,0.2978906112,3.2,10.742198242198244,5.1757056,3.9105331199999998,1,HEADROOM
360p,10,8,optimistic,owner_only,0.4,12.5,60.272173361546784,40.931176591249596,44.90587385687468,44.905873856875246,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.31589838945551074,0.11978182132670828,0.31589838945551074,0.08995578478245958,0.0199839744,0.8,40.0320769025805,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,owner_only,0.4,25,60.40212595962911,22.935646306405943,25.752224866407232,25.752224866407232,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.15869242921065355,0.062436126260804,0.15869242921065355,0.09014973809943873,0.0199839744,0.8,40.0320769025805,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,owner_only,0.4,50,60.45275142923633,14.617012273202818,17.433590833204107,17.433590833204107,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.0798157362262128,0.033662338311415886,0.0798157362262128,0.09022529624832412,0.0199839744,0.8,40.0320769025805,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,owner_only,0.4,100,60.47809600082507,10.457695256601255,13.274273816602545,13.274273816602545,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.040327786632112644,0.019257349395350797,0.040327786632112644,0.0902631228389394,0.0199839744,0.8,40.0320769025805,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,owner_only,0.4,125,60.48316746550286,9.625831853280943,12.442410413282232,12.442410413282232,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.032426223140945516,0.016374902074589956,0.032426223140945516,0.09027069196345645,0.0199839744,0.8,40.0320769025805,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,owner_only,0.4,200,60.49077625749718,8.378036748300474,11.194615308301763,11.194615308301763,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.020571392859365233,0.012050324562631191,0.020571392859365233,0.09028204803072469,0.0199839744,0.8,40.0320769025805,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,owner_only,0.4,400,60.49711838001515,7.338207494150083,10.154786054151373,10.154786054151373,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.01069008895046077,0.00844567872137669,0.01069008895046077,0.09029151360291948,0.0199839744,0.8,40.0320769025805,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,owner_only,0.4,800,60.500289940002574,6.818292867074888,9.634871427076177,9.634871427076177,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.005748659955326128,0.006643072340541125,0.006643072340541125,0.09029624713336547,0.0199839744,0.8,40.0320769025805,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,owner_only,0.4,1600,60.501875844701274,6.55833555353729,9.37491411353858,9.37491411353858,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.0032777511619429688,0.00574169827206808,0.00574169827206808,0.09029861408470977,0.0199839744,0.8,40.0320769025805,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,finishing_owner,0.4,12.5,60.272173361546784,40.931176591249596,44.90587385687468,44.905873856875246,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.31589838945551074,0.11978182132670828,0.31589838945551074,0.08995578478245958,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,finishing_owner,0.4,25,60.40212595962911,22.935646306405943,25.752224866407232,25.752224866407232,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.15869242921065355,0.062436126260804,0.15869242921065355,0.09014973809943873,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,finishing_owner,0.4,50,60.004084243253146,14.617012273202818,17.433590833204107,17.433590833204107,0,41524736,19147200,60671936,101119.89333333333,5.786126708984375,0.08001559478598244,0.04132319845063228,0.08001559478598244,0.0890952539973606,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,finishing_owner,0.4,100,60.132280742121424,23.038403764101304,36.85883467230451,36.85883467230485,0,82227200,291480000,373707200,622845.3333333334,35.639495849609375,0.08019438268815521,0.28340042224706596,0.28340042224706596,0.061493797189647544,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,finishing_owner,0.4,125,60.22287588321134,18.90884715656216,29.997191883125197,29.997191883125197,0,82227200,291480000,373707200,622845.3333333334,35.639495849609375,0.06457335134414965,0.2280254800955579,0.2280254800955579,0.061586443587951345,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,finishing_owner,0.4,200,60.31994205246937,12.605708451601231,26.187720780702875,26.18772078070333,0,122929664,428337600,551267264,918778.7733333333,52.572943115234374,0.0613267136946696,0.21016200088696996,0.21016200088696996,0.04641220946760448,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,finishing_owner,0.4,400,60.434388001869955,10.665654588075768,14.24076231512663,14.2407623151272,0,123751936,431102400,554854336,924757.2266666667,52.915032958984376,0.03213574483000317,0.10836169977084706,0.10836169977084706,0.04369762090211767,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,finishing_owner,0.4,800,60.50243377224541,6.300124574037682,9.815627656313154,9.815627656313723,0,164865536,567960000,732825536,1221375.8933333333,69.88768920898437,0.0230368092923212,0.07311326671659774,0.07311326671659774,0.030923429321755045,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,finishing_owner,0.4,1600,60.541547227807754,4.941334176393639,5.955111108156416,5.955111108156984,0,206390272,569342400,775732672,1292887.7866666666,73.97963256835938,0.01644088338811216,0.03908506944726502,0.03908506944726502,0.02829064849370959,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,independent_au,0.4,12.5,60.22774574428046,43.601464677187096,48.91130598578093,48.911305985781496,0,41113600,20250000,61363600,102272.66666666667,5.852088928222656,0.315665535520452,0.15989988613823003,0.315665535520452,0.08988947688356842,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,independent_au,0.4,25,60.40009637700107,23.26943231714813,26.17148720429759,26.17148720429759,0,41113600,20250000,61363600,102272.66666666667,5.852088928222656,0.15868709695798178,0.08259473555149177,0.15868709695798178,0.09014670896197938,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,independent_au,0.4,50,60.47537635300167,14.783905278573911,17.6004838385752,17.6004838385752,0,41524736,20250000,61774736,102957.89333333333,5.891297912597656,0.08064406398028914,0.04376785402017014,0.08064406398028914,0.08979503786631812,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,independent_au,0.4,100,60.51794854499834,9.93825651678685,11.220240516787271,11.220240516787271,0,82227200,20250000,102477200,170795.33333333334,9.772987365722656,0.08070872192479665,0.02432005034162414,0.08070872192479665,0.06188819729155616,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,independent_au,0.4,125,60.52661673573636,8.495486560859035,9.925000190859464,9.925000190859464,0,82227200,20250000,102477200,170795.33333333334,9.772987365722656,0.0648990343093024,0.020427252895614978,0.0648990343093024,0.06189706174766304,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,independent_au,0.4,200,60.543815102967386,6.885165439643288,7.644264197143457,8.41975999964356,0,122929664,20250000,143179664,238632.77333333335,13.654676818847657,0.061554323304438475,0.014586975208147512,0.061554323304438475,0.046584464986431526,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,independent_au,0.4,400,60.56198107764859,4.875734658571446,5.571863999822199,5.82447455982178,0,123751936,20250000,144001936,240003.22666666665,13.733094787597656,0.032203591939254456,0.009718155234398486,0.032203591939254456,0.04378987820858592,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,independent_au,0.4,800,60.57259350491746,3.759534559910662,4.0770363045985505,4.505389218660639,0,164865536,20250000,185115536,308525.8933333333,17.653993225097658,0.02306352319919725,0.007282832825708016,0.02306352319919725,0.030959288697969305,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,independent_au,0.4,1600,60.58008710352856,2.93493573698629,3.3418678475673005,3.585048041673872,0,206390272,20250000,226640272,377733.7866666667,21.614100646972656,0.016451349417335594,0.006065070386422675,0.016451349417335594,0.028308657912479575,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,raw_gather,0.4,12.5,4.211603845870341,66366.8277652504,125842.0010465006,131139.2335465003,600,41113600,1866240000,1907353600,3178922.6666666665,181.8994140625,0.022073849302800923,0.9997702628257308,0.9997702628257308,0.006285788416413738,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,INTERCONNECT
360p,10,8,optimistic,raw_gather,0.4,25,8.420290157730395,30696.114874625273,58194.481515250736,60644.05776525078,598,41113600,1866240000,1907353600,3178922.6666666665,181.8994140625,0.022122338883930875,0.9997607854823982,0.9997607854823982,0.012567222434323368,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,INTERCONNECT
360p,10,8,optimistic,raw_gather,0.4,50,16.809663982603706,12881.30795393503,24411.5681883105,25437.31631331054,596,41524736,1866240000,1907764736,3179607.8933333335,181.938623046875,0.022415728507210363,0.9985977877115679,0.9985977877115679,0.024959322369939477,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,INTERCONNECT
360p,10,8,optimistic,raw_gather,0.4,100,33.479071508121756,3978.461274247482,7499.608305497499,7843.1854539350425,588,82227200,1866240000,1948467200,3247445.3333333335,185.8203125,0.044648788295265154,0.9957709009737759,0.9957709009737759,0.0342371053951398,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,INTERCONNECT
360p,10,8,optimistic,raw_gather,0.4,125,41.76172652242812,2202.650063309982,4129.097563309962,4324.359282059961,580,82227200,1866240000,1948467200,3247445.3333333335,185.8203125,0.044778576245689,0.9943662843083183,0.9943662843083183,0.042707296469811556,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,INTERCONNECT
360p,10,8,optimistic,raw_gather,0.4,200,59.59711150883015,63.221215653749596,93.04430159124968,93.04430159125025,0,122929664,1866240000,1989169664,3315282.7733333334,189.702001953125,0.060591818728076875,0.8886848890773025,0.8886848890773025,0.045856039128916434,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,INTERCONNECT_HEADROOM_LOW
360p,10,8,optimistic,raw_gather,0.4,400,60.08984449976632,32.577905106874596,47.56944807562468,47.569448075625246,0,123751936,1866240000,1989991936,3316653.2266666666,189.780419921875,0.03195253519667164,0.45041974290187325,0.45041974290187325,0.04344849566337534,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,raw_gather,0.4,800,60.33927901654108,17.256249833437096,24.832021317812178,24.832021317812746,0,164865536,1866240000,2031105536,3385175.8933333335,193.701318359375,0.022974686750169514,0.22855829468062744,0.22855829468062744,0.030840039212598053,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,optimistic,raw_gather,0.4,1600,60.464774446938854,9.595422196718346,13.463307938905928,13.463307938906496,0,206390272,1866240000,2072630272,3454383.7866666666,197.66142578125,0.01642003469171368,0.11693541949394937,0.11693541949394937,0.02825477310140628,0.0199839744,6.4,320.256615220644,0.342171648,0.2875392,1,HEADROOM
360p,10,8,median,owner_only,0.4,12.5,60.18319308428524,46.830330052809586,52.816014532813824,52.816014532813824,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.31543202621170313,0.11960498649434528,0.31543202621170313,0.1944065428010166,0.08367390720000001,0.8,9.560925583262353,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,owner_only,0.4,25,60.2837950750024,30.193061986403336,36.178746466407574,36.178746466407574,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.15838154254509795,0.06231381066452774,0.15838154254509795,0.19473151201936353,0.08367390720000001,0.8,9.560925583262353,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,owner_only,0.4,50,60.33422230028505,21.87442795320021,27.86011243320445,27.86011243320445,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.07965924227899235,0.033596336888086366,0.07965924227899235,0.1948944043822948,0.08367390720000001,0.8,9.560925583262353,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,owner_only,0.4,100,60.35946756283815,17.71511093659865,23.700795416602887,23.700795416602887,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.040248683243415156,0.019219575896685968,0.040248683243415156,0.194975952800774,0.08367390720000001,0.8,9.560925583262353,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,owner_only,0.4,125,60.36451915073222,16.883247533278336,22.868932013282574,22.868932013282574,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.03236261343114908,0.016342779839311976,0.03236261343114908,0.19499227067438313,0.08367390720000001,0.8,9.560925583262353,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,owner_only,0.4,200,60.372098118182755,15.635452428297867,21.621136908302105,21.621136908302105,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.02053103340659076,0.012026682774813157,0.02053103340659076,0.19501675260670592,0.08367390720000001,0.8,9.560925583262353,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,owner_only,0.4,400,60.37841537832311,14.595623174147477,20.581307654151715,20.581307654151715,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.010669113643194006,0.0084291072309917,0.010669113643194006,0.19503715891353218,0.08367390720000001,0.8,9.560925583262353,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,owner_only,0.4,800,60.381574504191825,14.075708547072281,20.06139302707652,20.06139302707652,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.00573737976687412,0.006630037109985837,0.006630037109985837,0.19504736366849673,0.08367390720000001,0.8,9.560925583262353,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,owner_only,0.4,1600,60.38315419109852,13.815751233534684,19.801435713538922,19.801435713538922,0,41113600,15000000,56113600,93522.66666666667,5.351409912109375,0.003271319294622969,0.005730431449282325,0.005730431449282325,0.1950524664464402,0.08367390720000001,0.8,9.560925583262353,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,finishing_owner,0.4,12.5,59.561038587565754,46.830330052809586,52.816014532813824,52.816014532813824,0,41524736,16382400,57907136,96511.89333333333,5.522454833984375,0.31529290327324866,0.1288382624201122,0.31529290327324866,0.19206438572833626,0.08367390720000001,6.4,76.48740466609883,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,finishing_owner,0.4,25,59.414358053242736,30.193061986403336,87.93197281640641,87.93197281640641,0,81816064,154622400,236438464,394064.1066666667,22.548529052734374,0.310633628084005,0.5888335673360006,0.5888335673360006,0.16541086795816992,0.08367390720000001,6.4,76.48740466609883,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,finishing_owner,0.4,50,59.668937776421,46.061454088905805,73.59742870460923,73.59742870460957,0,82227200,291480000,373707200,622845.3333333334,35.639495849609375,0.1575617349372735,0.5576599051699933,0.5576599051699933,0.1331479707094516,0.08367390720000001,6.4,76.48740466609883,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,finishing_owner,0.4,100,60.040118356383104,25.171176263202142,52.17520092140603,52.175200921406486,0,122929664,428337600,551267264,918778.7733333333,52.572943115234374,0.1196988451510378,0.4135709128505084,0.4135709128505084,0.10079948145683862,0.08367390720000001,6.4,76.48740466609883,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,finishing_owner,0.4,125,60.14572717491948,21.141465569842694,42.77668529640596,42.77668529640653,0,123340800,429720000,553060800,921768.0,52.743988037109375,0.09672792473768452,0.33345827837263997,0.33345827837263997,0.09364444211088292,0.08367390720000001,6.4,76.48740466609883,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,finishing_owner,0.4,200,60.227924662037616,21.211068536151288,34.793080865253614,34.79308086525418,0,163632128,566577600,730209728,1217016.2133333334,69.63822631835937,0.08151034408635925,0.27600977539038524,0.27600977539038524,0.06749808081209778,0.08367390720000001,6.4,76.48740466609883,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,finishing_owner,0.4,400,60.38326143616755,15.775906945575116,19.35101467262666,19.35101467262723,0,205156864,569342400,774499264,1290832.1066666667,73.86200561523438,0.05322704790479296,0.1414395436039521,0.1414395436039521,0.06699810029472844,0.08367390720000001,6.4,76.48740466609883,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,finishing_owner,0.4,800,60.481317953260664,9.76242771278703,13.277930795063185,13.277930795063753,0,246270464,703435200,949705664,1582842.7733333334,90.57098999023438,0.03439948246907483,0.08936720592847588,0.08936720592847588,0.03436150644833274,0.08367390720000001,6.4,76.48740466609883,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,finishing_owner,0.4,1600,60.5304657345065,6.755688096392987,8.593439637531446,8.593439637532015,0,247092736,704817600,951910336,1586517.2266666666,90.78124389648437,0.019676310376661073,0.04722425792344138,0.04722425792344138,0.034051573299376116,0.08367390720000001,6.4,76.48740466609883,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,independent_au,0.4,12.5,60.159774501432096,48.849046136248944,55.87550121437471,55.87550121437528,0,41524736,27000000,68524736,114207.89333333333,6.535028076171875,0.3184623776318823,0.21135497652221946,0.3184623776318823,0.19399510836577258,0.08367390720000001,6.4,76.48740466609883,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,independent_au,0.4,25,60.33131161468625,30.956001439528336,36.10156368906337,36.10156368906337,0,81816064,27000000,108816064,181360.10666666666,10.377508544921875,0.3154276984216917,0.10839206518082674,0.3154276984216917,0.16796368666134917,0.08367390720000001,6.4,76.48740466609883,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,independent_au,0.4,50,60.42339117474681,20.130849114764715,23.1942045645319,23.1942045645319,0,82227200,27000000,109227200,182045.33333333334,10.416717529296875,0.15955394379500368,0.056695683940151384,0.15955394379500368,0.1348314921986112,0.08367390720000001,6.4,76.48740466609883,1.443446784,1.1501568,1,HEADROOM
360p,10,8,median,independent_au,0.4,100,60.476221248337595,14.55689731988059,15.657738197265644,17.9058457998799,0,122929664,27000000,149929664,249882.77333333335,14.298406982421875,0.12056828068785883,0.030791676230895793,0.12056828068785883,0.10153164099573078,0.08367390720000001,6.4,76.48740466609883,1.443446784,1.1501568,1,HEADROOM
