source_res,source_fps,nodes,scene,transport,effective_utilization,bandwidth_mib_s,throughput_fps,p50_latency_ms,p95_latency_ms,p99_latency_ms,deadline_misses,context_bytes,output_transport_bytes,total_transfer_bytes,avg_bytes_per_display_frame,avg_mib_s_over_clip,ingress_busy_fraction,egress_busy_fraction,link_busy_fraction,max_node_busy_fraction,required_effective_tops,available_effective_tops,compute_capacity_ratio,reconstructed_gop,authoritative_gop,stale_replays_rejected,bottleneck
360p,5,4,median,finishing_owner,0.5,125,60.09676143915818,42.45792649768691,85.99910081409325,129.54027513049914,0,81404928,500222400,581627328,969378.88,55.46830444335937,0.06377771937770327,0.38706261151199206,0.38706261151199206,0.07445935849469228,0.08514035712000001,4.0,46.981245267297275,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,finishing_owner,0.6,125,60.098463026368194,42.17524913640568,85.7164234528118,129.25759776921768,0,81404928,500222400,581627328,969378.88,55.46830444335937,0.06377952518801615,0.387073570851122,0.387073570851122,0.06846622838953363,0.08514035712000001,4.8,56.37749432075673,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,finishing_owner,0.7,125,60.16305591126714,42.00341023354849,85.54458454995438,129.08575886636027,0,81404928,498840000,580244928,967074.88,55.33646850585937,0.06384807442075728,0.38643203773330115,0.38643203773330115,0.06451116644878332,0.08514035712000001,5.6,65.77374337421618,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,independent_au,0.2,125,60.97738925339885,19.099812383905828,24.676392097813732,32.623045053907845,0,82227200,27000000,109227200,182045.33333333334,10.416717529296875,0.06535797949011758,0.025813116344762504,0.06535797949011758,0.10515813223432004,0.08514035712000001,1.6,18.79249810691891,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,independent_au,0.3,125,61.01938142518974,17.240582393905697,21.513539037812734,26.60868345390736,0,81816064,27000000,108816064,181360.10666666666,10.377508544921875,0.06508398729898353,0.02583089258656753,0.06508398729898353,0.08066689977462495,0.08514035712000001,2.4,28.188747160378366,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,independent_au,0.4,125,61.041024410825365,16.639146233905194,19.98809471390632,23.760365947809987,0,81816064,27000000,108816064,181360.10666666666,10.377508544921875,0.06510707196109122,0.025840054554849556,0.06510707196109122,0.06840933041699351,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,independent_au,0.5,125,61.05543801786784,15.592388639906176,18.59354015981262,22.415207715718736,0,81404928,27000000,108404928,180674.88,10.338299560546876,0.06479511539616963,0.025846156162676503,0.06479511539616963,0.07564715033813255,0.08514035712000001,4.0,46.981245267297275,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,independent_au,0.6,125,61.06559873948467,14.630090783906411,17.680123967812506,21.406851037812544,0,81404928,27000000,108404928,180674.88,10.338299560546876,0.06480589846727752,0.02585045742733301,0.06480589846727752,0.06956802253340143,0.08514035712000001,4.8,56.37749432075673,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,independent_au,0.7,125,61.07339279600847,13.942735172477114,16.941731343526044,20.943170492477748,0,81404928,27000000,108404928,180674.88,10.338299560546876,0.06481416991382281,0.025853756828804766,0.06481416991382281,0.06548729529407718,0.08514035712000001,5.6,65.77374337421618,1.443446784,1.1501568,1,HEADROOM
360p,5,4,median,raw_gather,0.2,125,41.462691081817155,2258.6577100849818,4180.3371632099625,4527.977944459961,594,82227200,1866240000,1948467200,3247445.3333333335,185.8203125,0.04444135353301367,0.9872461102945085,0.9872461102945085,0.07150419532481803,0.08514035712000001,1.6,18.79249810691891,1.443446784,1.1501568,1,INTERCONNECT
360p,5,4,median,raw_gather,0.3,125,41.4661379077718,2257.4548377649817,4179.134290889962,4526.775072139961,593,81816064,1866240000,1948056064,3246760.1066666665,185.781103515625,0.04422826862373306,0.9873281808361881,0.9873281808361881,0.05481774335500162,0.08514035712000001,2.4,28.188747160378366,1.443446784,1.1501568,1,INTERCONNECT
360p,5,4,median,raw_gather,0.4,125,41.46786153566105,2256.8534016049816,4178.532854729963,4526.173635979962,592,81816064,1866240000,1948056064,3246760.1066666665,185.781103515625,0.044230107065438506,0.9873692212241819,0.9873692212241819,0.046473476958490904,0.08514035712000001,3.2,37.58499621383782,1.443446784,1.1501568,1,INTERCONNECT
360p,5,4,median,raw_gather,0.5,125,41.46889578117673,2256.4925399089816,4178.171993033962,4525.812774283961,593,81404928,1866240000,1947644928,3246074.88,185.74189453125,0.04400888724615707,0.9873938470947126,0.9873938470947126,0.05137959689351477,0.08514035712000001,4.0,46.981245267297275,1.443446784,1.1501568,1,INTERCONNECT
360p,5,4,median,raw_gather,0.6,125,41.469585306848764,2256.2519654449816,4177.931418569962,4525.572199819961,593,81404928,1866240000,1947644928,3246074.88,185.74189453125,0.044009619005635645,0.987410265024179,0.987410265024179,0.047243572561784616,0.08514035712000001,4.8,56.37749432075673,1.443446784,1.1501568,1,INTERCONNECT
360p,5,4,median,raw_gather,0.7,125,41.47007783922501,2256.080126542124,4177.759579667105,4525.400360917103,593,81404928,1866240000,1947644928,3246074.88,185.74189453125,0.04401014170587648,0.9874219924509321,0.9874219924509321,0.04446720755135757,0.08514035712000001,5.6,65.77374337421618,1.443446784,1.1501568,1,INTERCONNECT
360p,5,4,adversarial,owner_only,0.2,125,59.099500005836276,110.842141613281,183.6699304132835,260.3518504132844,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.015842205815366564,0.01600029505407041,0.01600029505407041,0.887391190724441,0.3042164736,0.4,1.3148531874902387,5.1757056,3.9105331199999998,1,NODE_QUEUE_HEADROOM_LOW
360p,5,4,adversarial,owner_only,0.3,125,59.676413950023274,80.65052561327684,132.9671848132848,188.08366481327175,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.01599685330715013,0.016156485771874923,0.016156485771874923,0.6439071697690832,0.3042164736,0.6,1.972279781235358,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,owner_only,0.4,125,59.9691154017479,65.55471761328045,107.61581201328045,151.94957201327998,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.016075314827809696,0.016235730259389812,0.016235730259389812,0.5203737951236765,0.3042164736,0.8,2.6297063749804774,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,owner_only,0.5,125,60.14611855980763,56.49723281328116,92.40498833328365,130.26911633328382,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.016122762275921357,0.016283651185187462,0.016283651185187462,0.4456703821095841,0.3042164736,1.0,3.287132968725597,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,owner_only,0.6,125,60.26470229583499,50.458909613280866,82.2644392132861,115.8154792132882,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.016154549819848377,0.016315755936748208,0.016315755936748208,0.39562263207893805,0.3042164736,1.2,3.944559562470716,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,owner_only,0.7,125,60.34969165265512,46.14582161328144,75.0211898418529,105.491452698996,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.016177332057984526,0.01633876551864727,0.01633876551864727,0.35975324367972283,0.3042164736,1.4,4.601986156215835,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,finishing_owner,0.2,125,59.95789239064614,76.1286056796871,119.66977999609298,152.66407931249887,0,82227200,634315200,716542400,1194237.3333333333,68.33480834960938,0.06426524239753506,0.48840109437534857,0.48840109437534857,0.2321791543093553,0.3042164736,1.6,5.259412749960955,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,finishing_owner,0.3,125,59.983745751583285,71.81551767968631,115.3566919960931,148.35099131249808,0,82227200,634315200,716542400,1194237.3333333333,68.33480834960938,0.06429295305314972,0.48861168899886737,0.48861168899886737,0.16722880186911102,0.3042164736,2.4,7.889119124941432,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,finishing_owner,0.4,125,59.996680794675775,69.65897367968682,102.65327299609271,146.1944473124986,0,82227200,569342400,651569600,1085949.3333333333,62.138519287109375,0.06430681734434837,0.4391494841644302,0.4391494841644302,0.16530315826870828,0.3042164736,3.2,10.51882549992191,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,finishing_owner,0.5,125,60.06780195137349,68.36504727968702,101.35934659609302,144.9005209124989,0,82227200,567960000,650187200,1083645.3333333333,62.006683349609375,0.06438304781530942,0.43861418061950214,0.43861418061950214,0.1420306048861699,0.3042164736,4.0,13.148531874902387,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,finishing_owner,0.6,125,60.07298980903347,67.50242967968688,100.49672899609322,144.0379033124991,0,82227200,567960000,650187200,1083645.3333333333,62.006683349609375,0.06438860836650209,0.4386520622776082,0.4386520622776082,0.12580401327505247,0.3042164736,4.8,15.778238249882865,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,finishing_owner,0.7,125,60.0133197638972,56.33939925111554,99.88057356752142,143.4217478839273,0,82227200,567960000,650187200,1083645.3333333333,62.006683349609375,0.06432465165018575,0.43821635251123187,0.43821635251123187,0.12174858367349116,0.3042164736,5.6,18.40794462486334,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,independent_au,0.2,125,60.59575778241397,40.975128839843535,56.32630497968785,80.5508433398445,0,82227200,45000000,127227200,212045.33333333334,12.133331298828125,0.06494893177327025,0.03952083135075041,0.06494893177327025,0.23464920522873964,0.3042164736,1.6,5.259412749960955,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,independent_au,0.3,125,60.750621700293955,32.34895283984224,44.02445342968804,58.98540333984056,0,82227200,45000000,127227200,212045.33333333334,12.133331298828125,0.06511492105048411,0.03962183430879292,0.06511492105048411,0.16936677682346335,0.3042164736,2.4,7.889119124941432,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,independent_au,0.4,125,60.83031634249947,28.03586483984327,37.554821429686854,48.98608758984301,0,82227200,45000000,127227200,212045.33333333334,12.133331298828125,0.06520034092257958,0.03967381152022532,0.06520034092257958,0.16759999514493346,0.3042164736,3.2,10.51882549992191,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,independent_au,0.5,125,60.88328044654985,25.448012039843775,33.0208376398441,43.810381989844245,0,82227200,45000000,127227200,212045.33333333334,12.133331298828125,0.06525710994579655,0.03970835495198394,0.06525710994579655,0.143958807686654,0.3042164736,4.0,13.148531874902387,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,independent_au,0.6,125,60.91930354860962,23.72277683984339,30.43298483984472,40.35991158984507,0,82227200,45000000,127227200,212045.33333333334,12.133331298828125,0.06529572093249868,0.039731849384487726,0.06529572093249868,0.12757635164653947,0.3042164736,4.8,15.778238249882865,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,independent_au,0.7,125,60.94295955535959,22.151081054129463,28.245133625558083,37.55590494698663,0,82227200,45000000,127227200,212045.33333333334,12.133331298828125,0.06532107637691688,0.03974727794066743,0.06532107637691688,0.1236345371315292,0.3042164736,5.6,18.40794462486334,5.1757056,3.9105331199999998,1,HEADROOM
360p,5,4,adversarial,raw_gather,0.2,125,41.43353431402998,2268.8408371249816,4190.520290249962,4538.161071499961,595,82227200,1866240000,1948467200,3247445.3333333335,185.8203125,0.044410102155177315,0.9865518739862608,0.9865518739862608,0.1604459825639222,0.3042164736,1.6,5.259412749960955,5.1757056,3.9105331199999998,1,INTERCONNECT
360p,5,4,adversarial,raw_gather,0.3,125,41.44587872583495,2264.5277491249817,4186.207202249963,4533.847983499962,594,82227200,1866240000,1948467200,3247445.3333333335,185.8203125,0.044423333384382854,0.9868458002177803,0.9868458002177803,0.11554704620211072,0.3042164736,2.4,7.889119124941432,5.1757056,3.9105331199999998,1,INTERCONNECT
360p,5,4,adversarial,raw_gather,0.4,125,41.45205369050294,2262.3712051249813,4184.050658249962,4531.69143949996,594,82227200,1866240000,1948467200,3247445.3333333335,185.8203125,0.04442995195593969,0.9869928290210398,0.9869928290210398,0.1142089079096568,0.3042164736,3.2,10.51882549992191,5.1757056,3.9105331199999998,1,INTERCONNECT
360p,5,4,adversarial,raw_gather,0.5,125,41.45575955258223,2261.0772787249816,4182.756731849962,4530.397513099961,594,82227200,1866240000,1948467200,3247445.3333333335,185.8203125,0.04443392404560665,0.9870810673342706,0.9870810673342706,0.09802234165377577,0.3042164736,4.0,13.148531874902387,5.1757056,3.9105331199999998,1,INTERCONNECT
360p,5,4,adversarial,raw_gather,0.6,125,41.458230495444155,2260.214661124982,4181.8941142499625,4529.534895499961,594,82227200,1866240000,1948467200,3247445.3333333335,185.8203125,0.04443657249997421,0.9871399016420673,0.9871399016420673,0.08682124522500034,0.3042164736,4.8,15.778238249882865,5.1757056,3.9105331199999998,1,INTERCONNECT
360p,5,4,adversarial,raw_gather,0.7,125,41.45999563498043,2259.59850569641,4181.277958821391,4528.918740071389,594,82227200,1866240000,1948467200,3247445.3333333335,185.8203125,0.04443846444639929,0.9871819304418351,0.9871819304418351,0.08410959046302557,0.3042164736,5.6,18.40794462486334,5.1757056,3.9105331199999998,1,INTERCONNECT
360p,5,8,optimistic,owner_only,0.2,125,60.9242225132213,17.223617453275438,26.714261933282614,36.52580753326765,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.016331340740620932,0.016494311052633517,0.016494311052633517,0.1179229365299683,0.02025713664,0.4,19.746127357908765,0.342171648,0.2875392,1,HEADROOM
360p,5,8,optimistic,owner_only,0.3,125,60.964538872326834,15.227616173277966,23.338072493281288,31.72390289328905,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.01634214793964314,0.01650522609660395,0.01650522609660395,0.1008486521957924,0.02025713664,0.6,29.619191036863146,0.342171648,0.2875392,1,HEADROOM
360p,5,8,optimistic,owner_only,0.4,125,60.984717067893804,14.229615533280935,21.649977773283354,29.32295057328338,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.016347556904644928,0.016510689037622032,0.016510689037622032,0.09230303309469792,0.02025713664,0.8,39.49225471581753,0.342171648,0.2875392,1,HEADROOM
360p,5,8,optimistic,owner_only,0.5,125,60.996830397991936,13.630815149281261,20.63712094128121,27.882379181281067,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.016350804002649228,0.016513968538390034,0.016513968538390034,0.08717294578233399,0.02025713664,1.0,49.36531839477191,0.342171648,0.2875392,1,HEADROOM
360p,5,8,optimistic,owner_only,0.6,125,61.00490862514252,13.231614893280494,19.961883053279962,26.921998253279526,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.016352969451377732,0.0165161555961132,0.0165161555961132,0.08375175521988087,0.02025713664,1.2,59.23838207372629,0.342171648,0.2875392,1,HEADROOM
360p,5,8,optimistic,owner_only,0.7,125,61.01068009754317,12.946471853281551,19.479570276139384,26.236011876138946,0,20556800,15000000,35556800,59261.333333333336,3.390960693359375,0.016354516551668256,0.016517718134904526,0.016517718134904526,0.08130749281667984,0.02025713664,1.4,69.11144575268068,0.342171648,0.2875392,1,HEADROOM
360p,5,8,optimistic,finishing_owner,0.2,125,60.1667563543531,41.39004593640493,84.93122025281173,117.9255195692167,0,81404928,497457600,578862528,964770.88,55.20463256835937,0.06386002375209016,0.3853981872061049,0.3853981872061049,0.04935866978992532,0.02025713664,3.2,157.96901886327012,0.342171648,0.2875392,1,HEADROOM
360p,5,8,optimistic,finishing_owner,0.3,125,60.232181291555634,41.10490289640529,74.09920221281163,117.64037652921797,0,62081536,431102400,493183936,821973.2266666667,47.033685302734376,0.04875238241583752,0.3349963637085517,0.3349963637085517,0.04898676558437928,0.02025713664,4.8,236.95352829490517,0.342171648,0.2875392,1,HEADROOM
360p,5,8,optimistic,finishing_owner,0.4,125,60.23393544681743,30.267926746405692,73.80910106281226,106.80340037921815,0,61670400,429720000,491390400,818984.0,46.862640380859375,0.04843087619312384,0.3339473202359094,0.3339473202359094,0.04619197528509835,0.02025713664,6.4,315.93803772654024,0.342171648,0.2875392,1,HEADROOM
360p,5,8,optimistic,finishing_owner,0.5,125,60.23519774790014,30.059178601124586,73.60035291753047,106.59465223393636,0,61670400,429720000,491390400,818984.0,46.862640380859375,0.04843189114170725,0.33395431865068625,0.33395431865068625,0.04361796736883779,0.02025713664,8.0,394.9225471581753,0.342171648,0.2875392,1,HEADROOM
360p,5,8,optimistic,finishing_owner,0.6,125,60.23554260938042,30.002149993124476,73.54332430953036,106.53762362593625,0,61670400,429720000,491390400,818984.0,46.862640380859375,0.04843216842632316,0.33395623062217444,0.33395623062217444,0.04190155663429398,0.02025713664,9.6,473.90705658981034,0.342171648,0.2875392,1,HEADROOM
